city_id,city_name,city_center_lat,city_center_lng,city_bounds
2,Delhi NCR,28.6139,77.2090,"[[77.22528075548655, 28.718852544544532], [77.16359615423971, 28.739054432789388], [77.13980901586251, 28.72340479345958], [77.13237681579471, 28.70515493596345], [77.0981959496961, 28.692771208056428], [77.09002210824713, 28.65887169731863], [77.07887573481048, 28.632133849438745], [76.9978777079977, 28.62561123765755], [76.99862367688047, 28.608651928187214], [77.00976938762489, 28.60734700994503], [77.00604851418962, 28.57080348208291], [77.03057182518563, 28.559708216349392], [77.05881276585899, 28.547312118395396], [76.9659245367576, 28.45980425938049], [76.96402181576377, 28.417019969260537], [76.99034675519545, 28.404833491836712], [77.02082826400925, 28.44504354489395], [77.03884006467217, 28.446261792874665], [77.09841755917307, 28.50593874643593], [77.30486050523552, 28.497415531871397], [77.37413666163201, 28.62883985321085], [77.36028143035264, 28.69084423779789], [77.22528075548655, 28.718852544544532]]"
