city_id,city_name,city_center_lat,city_center_lng,city_bounds
1,Ahmedabad,23.0225,72.5714,"[[72.4714, 23.0725], [72.4714, 22.9725], [72.6714, 22.9725], [72.6714, 23.0725], [72.4714, 23.0725]]"
